Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,Weather_Label
21.0,66,0.5,74.0,Overcast,961.8412499999998,13,Summer,14.25,Inland,Sunny,3
16.0,73,15.0,25.0,Partly Cloudy,1001.1,3,Autumn,8.0,Inland,Cloudy,0
25.0,24,7.5,6.0,Clear,1021.55,10,Summer,6.5,Mountain,Sunny,3
-3.0,81,16.0,88.0,Overcast,995.02,1,Winter,3.0,Mountain,Snowy,2
17.0,63,4.5,35.0,Overcast,1014.36,3,Summer,7.5,Mountain,Cloudy,0
-10.0,72,1.0,94.0,Overcast,995.23,0,Winter,2.0,Inland,Snowy,2
21.0,67,6.0,40.0,Partly Cloudy,1014.39,3,Autumn,6.5,Coastal,Cloudy,0
34.0,74,0.0,87.0,Overcast,1049.7312500000003,4,Autumn,14.25,Mountain,Rainy,1
33.0,96,12.0,100.0,Overcast,999.8,13,Autumn,1.5,Mountain,Rainy,1
35.0,62,9.0,11.0,Clear,1027.05,10,Autumn,8.0,Mountain,Sunny,3
-6.0,85,4.5,92.0,Overcast,993.68,1,Winter,3.5,Inland,Snowy,2
33.0,67,2.5,13.0,Clear,1024.45,10,Autumn,5.5,Inland,Sunny,3
25.0,62,12.0,46.0,Overcast,1001.77,4,Winter,7.0,Mountain,Cloudy,0
-4.0,100,5.0,91.0,Overcast,986.06,12,Winter,0.5,Inland,Snowy,2
32.0,66,14.0,90.0,Overcast,990.8,1,Autumn,1.5,Coastal,Rainy,1
17.0,98,18.0,90.0,Partly Cloudy,1007.51,7,Spring,5.5,Coastal,Cloudy,0
38.0,32,2.0,18.0,Partly Cloudy,1014.43,11,Summer,5.5,Inland,Sunny,3
-1.0,63,10.0,90.0,Overcast,990.95,1,Winter,4.5,Mountain,Snowy,2
31.0,78,8.0,37.0,Overcast,1006.95,3,Spring,9.0,Mountain,Cloudy,0
15.0,62,14.5,81.0,Partly Cloudy,1006.97,3,Winter,4.0,Inland,Rainy,1
25.0,78,9.5,12.0,Partly Cloudy,1002.12,3,Summer,5.5,Inland,Cloudy,0
41.0,73,6.5,96.0,Partly Cloudy,1015.62,10,Autumn,4.0,Coastal,Sunny,3
-7.0,69,18.0,53.0,Overcast,992.92,1,Winter,3.5,Inland,Snowy,2
42.0,21,1.0,4.0,Clear,1028.97,11,Winter,5.5,Coastal,Sunny,3
16.0,57,4.5,46.0,Overcast,1009.77,4,Spring,5.0,Inland,Cloudy,0
33.0,56,6.5,1.0,Clear,1029.19,9,Spring,9.0,Mountain,Sunny,3
19.0,73,3.0,81.0,Cloudy,961.8412499999998,0,Winter,1.0,Coastal,Sunny,3
27.0,100,18.0,76.0,Partly Cloudy,1008.25,5,Autumn,10.5,Coastal,Cloudy,0
12.0,96,5.5,84.0,Overcast,1010.32,3,Autumn,4.5,Coastal,Rainy,1
11.0,73,5.5,65.0,Overcast,1015.14,2,Winter,1.0,Coastal,Rainy,1
23.0,62,8.0,91.0,Overcast,1004.57,2,Summer,5.0,Mountain,Rainy,1
57.0,81,26.25,82.0,Overcast,1011.1,10,Winter,2.5,Coastal,Rainy,1
65.0,83,16.5,86.0,Partly Cloudy,1012.01,5,Spring,9.0,Mountain,Cloudy,0
38.0,37,5.0,2.0,Partly Cloudy,1026.16,8,Summer,7.0,Inland,Sunny,3
29.0,66,1.0,12.0,Overcast,1005.8,3,Autumn,5.5,Inland,Cloudy,0
44.0,67,1.5,8.0,Partly Cloudy,1021.24,9,Autumn,9.0,Coastal,Sunny,3
20.0,61,2.5,2.0,Partly Cloudy,1029.84,6,Winter,5.0,Coastal,Sunny,3
-5.0,69,9.0,52.0,Overcast,984.19,1,Winter,2.0,Mountain,Snowy,2
24.0,51,1.0,11.0,Clear,1016.66,11,Spring,6.0,Inland,Sunny,3
11.0,99,17.5,56.0,Overcast,994.66,0,Summer,4.5,Inland,Rainy,1
9.0,57,1.5,33.0,Cloudy,1049.7312500000003,10,Winter,14.25,Coastal,Rainy,1
12.0,53,7.0,22.0,Partly Cloudy,1012.93,3,Spring,5.5,Mountain,Cloudy,0
41.0,20,6.5,3.0,Partly Cloudy,1024.98,10,Spring,10.0,Inland,Sunny,3
-3.0,97,4.5,77.0,Overcast,985.01,1,Winter,4.5,Inland,Snowy,2
15.0,72,26.25,99.0,Overcast,1012.96,1,Autumn,5.0,Inland,Rainy,1
1.0,73,7.0,98.0,Overcast,989.18,0,Winter,2.5,Mountain,Snowy,2
21.0,32,2.5,3.0,Clear,1026.93,6,Spring,5.5,Mountain,Sunny,3
28.0,26,8.0,15.0,Partly Cloudy,1025.25,11,Summer,6.5,Coastal,Sunny,3
34.0,74,2.0,24.0,Partly Cloudy,1005.49,2,Winter,5.5,Coastal,Cloudy,0
23.0,54,5.0,19.0,Clear,1023.24,10,Autumn,6.5,Mountain,Sunny,3
26.0,77,11.5,45.0,Overcast,1019.53,1,Winter,7.5,Mountain,Cloudy,0
28.0,65,0.5,16.0,Partly Cloudy,1027.22,11,Autumn,8.0,Inland,Sunny,3
20.0,67,13.0,47.0,Partly Cloudy,1013.74,3,Spring,8.0,Inland,Cloudy,0
27.0,54,1.0,13.0,Partly Cloudy,1009.82,2,Summer,5.5,Coastal,Cloudy,0
-11.0,37,10.0,82.0,Overcast,961.8412499999998,5,Spring,14.25,Inland,Rainy,1
4.0,65,16.5,91.0,Overcast,982.75,0,Winter,3.0,Inland,Snowy,2
26.0,60,6.0,27.0,Partly Cloudy,961.8412499999998,14,Summer,9.5,Coastal,Snowy,2
38.0,78,3.5,85.0,Overcast,1049.7312500000003,0,Winter,5.0,Coastal,Snowy,2
24.0,100,26.25,86.0,Partly Cloudy,1007.51,14,Summer,3.0,Coastal,Cloudy,0
-6.0,97,5.5,61.0,Overcast,996.98,0,Winter,3.0,Mountain,Snowy,2
-7.0,70,5.0,82.0,Partly Cloudy,999.14,1,Winter,2.0,Mountain,Snowy,2
25.0,47,5.0,10.0,Clear,1026.95,6,Winter,10.0,Coastal,Sunny,3
14.0,90,5.5,73.0,Overcast,1018.61,3,Winter,5.0,Coastal,Rainy,1
-16.0,25,12.0,92.0,Cloudy,961.8412499999998,6,Winter,13.5,Mountain,Rainy,1
25.0,76,2.5,44.0,Overcast,1019.94,3,Spring,5.5,Coastal,Cloudy,0
21.0,79,11.5,13.0,Partly Cloudy,1009.44,3,Winter,6.5,Inland,Cloudy,0
24.0,67,9.5,14.0,Clear,1013.7,9,Summer,7.0,Coastal,Sunny,3
13.0,67,7.0,21.0,Overcast,1018.83,1,Winter,8.5,Coastal,Cloudy,0
57.0,100,13.5,100.0,Overcast,999.4,4,Summer,4.0,Inland,Rainy,1
-15.0,79,14.5,28.0,Overcast,1049.7312500000003,11,Spring,0.5,Coastal,Cloudy,0
71.5,82,14.0,100.0,Clear,1023.29,12,Winter,8.0,Coastal,Sunny,3
71.5,100,11.0,95.0,Partly Cloudy,1024.51,2,Winter,7.5,Coastal,Sunny,3
60.0,80,26.25,96.0,Partly Cloudy,1012.37,0,Spring,1.0,Mountain,Cloudy,0
33.0,36,5.0,9.0,Partly Cloudy,1019.54,9,Spring,5.5,Inland,Sunny,3
-3.0,98,6.5,85.0,Overcast,983.69,1,Winter,5.0,Inland,Snowy,2
48.0,22,14.0,51.0,Partly Cloudy,1049.7312500000003,2,Summer,1.0,Mountain,Snowy,2
17.0,68,17.0,58.0,Partly Cloudy,994.11,0,Winter,4.0,Coastal,Rainy,1
10.0,57,13.0,34.0,Partly Cloudy,1012.71,2,Spring,5.0,Coastal,Cloudy,0
40.0,33,10.0,0.0,Partly Cloudy,1012.92,9,Spring,9.0,Coastal,Sunny,3
-4.0,60,14.0,87.0,Overcast,996.73,1,Winter,2.5,Mountain,Snowy,2
24.0,49,2.0,2.0,Clear,1014.9,8,Spring,8.0,Inland,Sunny,3
14.0,94,11.0,63.0,Overcast,1000.9,2,Winter,4.0,Inland,Rainy,1
37.0,86,9.0,93.0,Clear,1017.87,6,Summer,6.0,Mountain,Sunny,3
22.0,86,17.0,65.0,Overcast,1018.21,0,Winter,1.0,Coastal,Rainy,1
13.0,61,2.0,21.0,Partly Cloudy,1010.91,4,Spring,6.5,Inland,Cloudy,0
28.0,85,15.5,93.0,Partly Cloudy,1013.07,12,Autumn,10.0,Inland,Cloudy,0
30.0,48,1.5,16.0,Partly Cloudy,1023.73,11,Autumn,5.5,Inland,Sunny,3
42.0,21,7.0,14.0,Clear,1015.04,9,Summer,6.0,Inland,Sunny,3
3.0,60,18.0,61.0,Partly Cloudy,990.68,1,Winter,2.5,Inland,Snowy,2
23.0,96,12.0,75.0,Overcast,998.31,2,Winter,2.0,Inland,Rainy,1
4.0,89,10.5,89.0,Overcast,981.38,6,Winter,0.5,Inland,Snowy,2
12.0,63,14.0,47.0,Partly Cloudy,1017.14,2,Spring,7.5,Coastal,Cloudy,0
30.0,68,7.0,15.0,Overcast,1016.01,3,Autumn,8.0,Coastal,Cloudy,0
23.0,31,7.5,0.0,Clear,1015.02,10,Spring,7.0,Coastal,Sunny,3
14.0,72,10.0,19.0,Partly Cloudy,1001.46,4,Autumn,8.0,Inland,Cloudy,0
-4.0,38,11.0,77.0,Partly Cloudy,1049.7312500000003,3,Winter,14.25,Inland,Sunny,3
32.0,41,3.5,9.0,Clear,1016.91,8,Autumn,9.0,Coastal,Sunny,3
34.0,53,2.5,19.0,Clear,1027.71,10,Winter,8.5,Mountain,Sunny,3
-10.0,72,6.5,98.0,Overcast,988.11,0,Winter,4.0,Inland,Snowy,2
16.0,71,19.0,70.0,Overcast,1008.4,2,Summer,2.5,Mountain,Rainy,1
-5.0,88,19.5,71.0,Overcast,997.25,0,Winter,3.5,Mountain,Snowy,2
13.0,77,14.0,48.0,Partly Cloudy,1017.33,2,Winter,6.0,Inland,Cloudy,0
32.0,51,12.5,41.0,Partly Cloudy,1017.59,3,Autumn,8.5,Mountain,Cloudy,0
15.0,60,10.5,16.0,Partly Cloudy,1009.03,2,Winter,6.0,Mountain,Cloudy,0
26.0,77,15.5,69.0,Partly Cloudy,1003.71,3,Spring,2.5,Coastal,Rainy,1
15.0,99,11.0,55.0,Overcast,990.28,2,Summer,1.5,Mountain,Rainy,1
-10.0,74,13.5,83.0,Partly Cloudy,998.28,0,Winter,2.5,Mountain,Snowy,2
-19.0,34,15.0,98.0,Overcast,1049.7312500000003,12,Spring,3.0,Coastal,Sunny,3
31.0,90,5.0,57.0,Partly Cloudy,996.58,3,Spring,5.0,Inland,Rainy,1
0.0,92,7.0,92.0,Overcast,994.14,0,Winter,1.0,Inland,Snowy,2
0.0,80,18.0,90.0,Overcast,994.11,0,Winter,3.5,Mountain,Snowy,2
28.0,54,3.0,18.0,Partly Cloudy,1014.78,8,Summer,9.0,Mountain,Sunny,3
16.0,64,2.0,48.0,Overcast,1000.6,1,Spring,6.5,Coastal,Cloudy,0
21.0,78,1.0,20.0,Partly Cloudy,1017.16,2,Spring,6.0,Inland,Cloudy,0
18.0,63,5.0,24.0,Partly Cloudy,1005.59,4,Winter,8.0,Inland,Cloudy,0
30.0,76,11.5,45.0,Partly Cloudy,1019.22,2,Autumn,6.5,Inland,Cloudy,0
20.0,78,13.0,71.0,Overcast,994.21,0,Winter,4.0,Mountain,Rainy,1
10.0,71,10.5,33.0,Overcast,1017.97,1,Summer,6.0,Coastal,Cloudy,0
10.0,71,13.5,72.0,Partly Cloudy,991.05,2,Summer,4.0,Coastal,Rainy,1
-2.0,95,18.5,50.0,Overcast,994.53,0,Winter,4.0,Inland,Snowy,2
11.0,54,1.0,25.0,Partly Cloudy,1003.95,1,Autumn,8.0,Coastal,Cloudy,0
16.0,97,12.0,89.0,Partly Cloudy,1002.71,2,Autumn,3.0,Inland,Rainy,1
25.0,28,0.0,0.0,Clear,1018.63,7,Spring,7.5,Mountain,Sunny,3
15.0,67,2.5,48.0,Overcast,1006.11,4,Autumn,8.0,Coastal,Cloudy,0
23.0,56,13.0,16.0,Partly Cloudy,1015.31,3,Summer,7.0,Coastal,Cloudy,0
17.0,25,4.0,12.0,Cloudy,975.85,5,Autumn,12.5,Mountain,Sunny,3
38.0,35,3.0,9.0,Clear,1022.33,8,Summer,6.5,Mountain,Sunny,3
36.0,56,0.0,2.0,Clear,1020.01,10,Spring,6.0,Coastal,Sunny,3
-4.0,91,10.5,57.0,Overcast,988.43,0,Winter,2.0,Inland,Snowy,2
23.0,47,7.0,14.0,Partly Cloudy,1026.61,6,Spring,9.5,Coastal,Sunny,3
27.0,79,3.5,18.0,Partly Cloudy,1003.54,1,Winter,6.5,Inland,Cloudy,0
38.0,56,1.0,13.0,Clear,1017.0,9,Autumn,7.0,Coastal,Sunny,3
-8.0,93,7.0,89.0,Overcast,985.65,1,Winter,2.5,Mountain,Snowy,2
-4.0,70,17.0,52.0,Partly Cloudy,980.7,0,Winter,4.0,Mountain,Snowy,2
-3.0,85,19.0,88.0,Partly Cloudy,999.98,0,Winter,4.5,Inland,Snowy,2
23.0,78,6.5,53.0,Partly Cloudy,996.5,3,Summer,1.0,Inland,Rainy,1
-8.0,97,17.0,92.0,Overcast,982.59,1,Winter,4.0,Mountain,Snowy,2
26.0,60,8.5,25.0,Overcast,1019.64,2,Autumn,6.0,Mountain,Cloudy,0
42.0,20,4.5,9.0,Partly Cloudy,1028.46,8,Winter,5.0,Inland,Sunny,3
28.0,70,11.0,86.0,Overcast,1014.57,0,Spring,3.0,Coastal,Rainy,1
13.0,64,10.0,19.0,Partly Cloudy,1004.04,3,Spring,6.0,Inland,Cloudy,0
55.0,89,16.5,93.0,Partly Cloudy,1006.96,12,Summer,8.5,Mountain,Cloudy,0
41.0,39,3.0,0.0,Clear,1013.5,6,Winter,6.0,Mountain,Sunny,3
12.0,74,6.5,76.0,Overcast,1009.38,3,Winter,5.0,Mountain,Rainy,1
-5.0,100,26.25,100.0,Overcast,987.89,2,Winter,0.5,Inland,Snowy,2
24.0,71,10.5,11.0,Cloudy,961.8412499999998,12,Winter,7.5,Coastal,Cloudy,0
-5.0,83,19.0,89.0,Partly Cloudy,994.15,1,Winter,3.0,Mountain,Snowy,2
24.0,75,4.0,13.0,Partly Cloudy,1017.97,3,Autumn,8.5,Mountain,Cloudy,0
20.0,61,10.5,30.0,Partly Cloudy,1010.65,3,Summer,6.0,Inland,Cloudy,0
70.0,89,14.5,100.0,Overcast,1011.2,14,Winter,4.0,Inland,Rainy,1
30.0,89,19.0,86.0,Overcast,1010.22,0,Spring,2.5,Mountain,Rainy,1
11.0,53,6.5,26.0,Partly Cloudy,1018.19,4,Summer,7.5,Coastal,Cloudy,0
-2.0,67,3.0,80.0,Overcast,990.02,1,Winter,5.0,Mountain,Snowy,2
27.0,63,6.0,80.0,Overcast,1005.8,0,Winter,3.5,Coastal,Rainy,1
20.0,85,26.25,86.0,Partly Cloudy,997.36,0,Summer,2.5,Coastal,Rainy,1
22.0,38,10.0,0.0,Clear,1027.37,9,Winter,9.0,Inland,Sunny,3
36.0,67,8.0,93.0,Partly Cloudy,961.8412499999998,1,Summer,14.25,Inland,Rainy,1
31.0,75,13.0,61.0,Overcast,1017.43,3,Summer,4.0,Inland,Rainy,1
33.0,27,8.5,11.0,Clear,1026.22,6,Winter,9.5,Mountain,Sunny,3
2.0,98,6.5,89.0,Overcast,995.47,1,Winter,1.5,Mountain,Snowy,2
27.0,51,9.0,4.0,Clear,1010.29,8,Winter,7.0,Mountain,Sunny,3
18.0,53,12.0,49.0,Partly Cloudy,1008.45,4,Winter,9.0,Inland,Cloudy,0
27.0,72,14.5,17.0,Partly Cloudy,1008.71,2,Summer,8.0,Inland,Cloudy,0
-1.0,96,15.5,94.0,Overcast,989.32,1,Winter,2.5,Inland,Snowy,2
21.0,72,7.5,42.0,Overcast,1005.63,1,Summer,7.5,Inland,Cloudy,0
35.0,97,18.5,96.0,Partly Cloudy,1014.0,9,Autumn,9.5,Coastal,Cloudy,0
44.0,61,1.0,13.0,Clear,1027.37,6,Spring,9.0,Inland,Sunny,3
29.0,100,21.0,93.0,Partly Cloudy,1018.98,9,Winter,7.5,Inland,Cloudy,0
40.0,46,2.5,3.0,Clear,1020.05,6,Summer,5.5,Mountain,Sunny,3
23.0,30,9.5,4.0,Clear,1014.54,10,Winter,8.5,Inland,Sunny,3
-3.0,68,1.0,50.0,Overcast,993.39,1,Winter,4.0,Inland,Snowy,2
24.0,78,8.0,29.0,Overcast,1007.48,2,Winter,5.0,Inland,Cloudy,0
0.0,60,14.0,98.0,Overcast,988.07,1,Winter,1.5,Mountain,Snowy,2
21.0,76,3.0,100.0,Overcast,1010.35,1,Autumn,10.0,Mountain,Cloudy,0
-12.0,59,12.5,56.0,Cloudy,1049.7312500000003,4,Winter,1.5,Mountain,Sunny,3
29.0,74,2.5,29.0,Overcast,1002.41,4,Spring,7.0,Inland,Cloudy,0
26.0,61,19.5,78.0,Partly Cloudy,1001.66,3,Winter,4.5,Inland,Rainy,1
71.5,100,17.0,91.0,Clear,1024.85,4,Winter,2.0,Inland,Sunny,3
27.0,65,6.5,84.0,Partly Cloudy,1010.16,1,Spring,2.0,Mountain,Rainy,1
-9.0,98,15.5,95.0,Overcast,988.17,1,Winter,5.0,Inland,Snowy,2
-6.0,71,8.5,96.0,Overcast,985.8,0,Winter,2.5,Inland,Snowy,2
13.0,53,6.0,79.0,Cloudy,961.8412499999998,12,Spring,1.0,Inland,Sunny,3
27.0,46,6.5,8.0,Partly Cloudy,1012.02,8,Winter,7.5,Coastal,Sunny,3
22.0,54,6.5,2.0,Partly Cloudy,1022.38,9,Autumn,5.5,Coastal,Sunny,3
27.0,68,12.0,23.0,Overcast,961.8412499999998,8,Autumn,2.0,Mountain,Cloudy,0
20.0,85,8.5,81.0,Overcast,1014.67,3,Winter,1.0,Coastal,Rainy,1
42.0,66,7.0,19.0,Partly Cloudy,1018.47,9,Winter,5.5,Coastal,Sunny,3
0.0,79,9.0,92.0,Overcast,996.34,2,Winter,4.5,Inland,Snowy,2
43.0,20,9.0,2.0,Clear,1016.94,6,Spring,5.5,Inland,Sunny,3
-2.0,83,9.0,63.0,Overcast,983.32,1,Winter,2.5,Inland,Snowy,2
34.0,75,6.0,16.0,Partly Cloudy,1001.93,4,Spring,7.5,Mountain,Cloudy,0
26.0,34,1.0,10.0,Partly Cloudy,1010.31,5,Winter,8.0,Coastal,Sunny,3
17.0,66,15.5,95.0,Overcast,1014.99,2,Autumn,2.5,Coastal,Rainy,1
28.0,82,12.5,89.0,Overcast,1013.37,0,Winter,1.5,Mountain,Rainy,1
-7.0,63,17.5,67.0,Overcast,980.41,1,Winter,2.0,Inland,Snowy,2
36.0,36,7.0,72.0,Overcast,986.32,8,Autumn,5.5,Inland,Sunny,3
4.0,91,6.0,99.0,Overcast,989.59,0,Winter,4.5,Mountain,Snowy,2
-9.0,91,4.0,56.0,Overcast,998.74,1,Winter,2.5,Inland,Snowy,2
31.0,51,6.5,17.0,Clear,1010.32,11,Autumn,10.0,Coastal,Sunny,3
-7.0,68,6.5,72.0,Partly Cloudy,987.59,0,Winter,5.0,Mountain,Snowy,2
16.0,74,10.5,25.0,Overcast,1010.3,4,Spring,6.5,Inland,Cloudy,0
20.0,23,9.5,58.0,Partly Cloudy,997.17,0,Winter,3.0,Coastal,Snowy,2
6.0,81,2.5,100.0,Overcast,994.04,14,Winter,2.5,Inland,Snowy,2
36.0,22,1.0,12.0,Clear,1023.33,8,Autumn,8.0,Inland,Sunny,3
26.0,58,1.0,19.0,Partly Cloudy,1013.17,9,Spring,6.0,Coastal,Sunny,3
-9.0,96,2.0,56.0,Overcast,998.94,1,Winter,2.5,Mountain,Snowy,2
42.0,44,5.0,17.0,Clear,1015.53,6,Autumn,8.0,Coastal,Sunny,3
16.0,82,17.0,97.0,Overcast,990.75,2,Summer,3.5,Inland,Rainy,1
24.0,98,11.5,63.0,Partly Cloudy,1017.39,2,Autumn,1.5,Inland,Rainy,1
5.0,100,20.0,82.0,Overcast,981.79,8,Winter,0.5,Inland,Snowy,2
25.0,23,4.5,13.0,Clear,1014.45,11,Summer,6.5,Inland,Sunny,3
11.0,65,7.5,73.0,Overcast,1002.92,2,Winter,3.5,Inland,Rainy,1
-17.0,58,12.5,86.0,Overcast,999.82,2,Spring,14.25,Coastal,Rainy,1
18.0,34,11.5,93.0,Partly Cloudy,961.8412499999998,7,Spring,13.0,Coastal,Snowy,2
43.0,45,3.5,15.0,Clear,1025.24,6,Spring,8.5,Mountain,Sunny,3
23.0,35,3.0,9.0,Clear,1029.35,7,Winter,7.5,Mountain,Sunny,3
26.0,68,5.0,44.0,Overcast,1005.29,3,Autumn,7.5,Coastal,Cloudy,0
42.0,68,8.0,78.0,Partly Cloudy,961.8412499999998,0,Winter,0.5,Inland,Rainy,1
24.0,44,8.0,1.0,Clear,1021.87,6,Spring,9.5,Coastal,Sunny,3
-6.0,76,1.0,98.0,Overcast,991.76,1,Winter,4.0,Mountain,Snowy,2
38.0,40,9.0,52.0,Overcast,961.8412499999998,10,Winter,8.0,Inland,Rainy,1
34.0,51,10.0,13.0,Cloudy,961.8412499999998,7,Spring,8.5,Inland,Cloudy,0
46.0,23,0.0,51.0,Cloudy,961.8412499999998,8,Summer,14.25,Inland,Cloudy,0
28.0,20,5.5,6.0,Clear,1012.95,5,Summer,8.5,Inland,Sunny,3
12.0,68,11.5,99.0,Cloudy,961.8412499999998,11,Spring,2.0,Inland,Rainy,1
66.0,100,13.0,100.0,Partly Cloudy,1014.55,6,Summer,7.0,Mountain,Cloudy,0
-2.0,50,4.5,13.0,Overcast,1049.7312500000003,6,Winter,5.0,Mountain,Cloudy,0
37.0,51,9.5,5.0,Clear,1025.58,5,Autumn,8.5,Mountain,Sunny,3
32.0,22,7.5,16.0,Partly Cloudy,1013.16,10,Winter,8.0,Coastal,Sunny,3
-7.0,61,2.5,79.0,Overcast,990.5,0,Winter,3.5,Inland,Snowy,2
4.0,72,15.5,85.0,Partly Cloudy,987.58,0,Winter,1.5,Inland,Snowy,2
33.0,98,10.0,65.0,Partly Cloudy,1019.95,3,Autumn,3.0,Mountain,Rainy,1
4.0,99,8.0,72.0,Overcast,994.81,0,Winter,3.0,Mountain,Snowy,2
31.0,37,9.5,7.0,Clear,1029.3,8,Winter,8.0,Coastal,Sunny,3
0.0,85,7.5,97.0,Overcast,991.21,0,Winter,1.5,Inland,Snowy,2
24.0,69,1.5,40.0,Overcast,1016.15,2,Winter,8.5,Mountain,Cloudy,0
42.0,55,8.0,12.0,Clear,1019.58,6,Spring,8.5,Mountain,Sunny,3
21.0,89,13.0,85.0,Partly Cloudy,1006.31,2,Spring,4.0,Inland,Rainy,1
22.0,63,12.5,53.0,Overcast,999.26,2,Spring,4.5,Mountain,Rainy,1
31.0,62,9.5,34.0,Partly Cloudy,1013.78,2,Winter,5.0,Coastal,Cloudy,0
14.0,79,5.0,69.0,Overcast,1013.9,1,Summer,3.0,Coastal,Rainy,1
27.0,100,21.5,100.0,Overcast,994.34,6,Autumn,3.5,Inland,Rainy,1
2.0,72,12.5,90.0,Overcast,998.38,1,Winter,2.5,Mountain,Snowy,2
22.0,77,13.0,36.0,Partly Cloudy,1019.44,2,Winter,5.0,Inland,Cloudy,0
-13.0,77,6.5,98.0,Partly Cloudy,961.8412499999998,3,Winter,5.0,Mountain,Snowy,2
-7.0,63,19.0,70.0,Overcast,999.25,0,Winter,4.5,Inland,Snowy,2
42.0,58,6.0,3.0,Clear,1024.36,9,Winter,8.0,Inland,Sunny,3
36.0,22,0.0,3.0,Clear,1012.66,10,Spring,9.0,Inland,Sunny,3
12.0,50,3.5,25.0,Overcast,1016.78,1,Summer,6.0,Inland,Cloudy,0
11.0,96,6.0,69.0,Overcast,990.04,3,Spring,1.0,Inland,Rainy,1
4.0,62,4.5,95.0,Overcast,961.8412499999998,2,Spring,10.0,Inland,Rainy,1
0.0,63,18.0,54.0,Overcast,986.52,0,Winter,4.0,Inland,Snowy,2
22.0,57,3.5,17.0,Clear,1012.94,11,Summer,9.0,Inland,Sunny,3
29.0,42,0.0,14.0,Partly Cloudy,1029.98,7,Spring,7.5,Mountain,Sunny,3
18.0,64,12.0,19.0,Partly Cloudy,1005.91,3,Summer,5.5,Mountain,Cloudy,0
28.0,59,13.0,25.0,Partly Cloudy,1010.5,3,Summer,8.0,Coastal,Cloudy,0
10.0,76,11.0,12.0,Overcast,1003.75,2,Summer,7.5,Inland,Cloudy,0
11.0,50,10.5,43.0,Partly Cloudy,1001.03,3,Spring,8.0,Coastal,Cloudy,0
-2.0,79,7.5,75.0,Overcast,988.72,0,Winter,3.5,Mountain,Snowy,2
24.0,28,4.0,3.0,Clear,1026.76,9,Winter,6.0,Inland,Sunny,3
30.0,57,5.5,26.0,Overcast,1001.03,3,Spring,8.5,Inland,Cloudy,0
18.0,68,3.0,36.0,Partly Cloudy,1005.69,1,Winter,5.5,Coastal,Cloudy,0
10.0,65,7.0,21.0,Overcast,1012.63,1,Summer,8.0,Inland,Cloudy,0
3.0,85,14.5,87.0,Overcast,980.37,1,Winter,1.0,Inland,Snowy,2
2.0,62,9.0,71.0,Overcast,998.28,0,Winter,1.0,Inland,Snowy,2
10.0,76,18.0,86.0,Overcast,1008.39,0,Winter,5.0,Mountain,Rainy,1
14.0,60,4.5,23.0,Overcast,1019.56,1,Summer,6.5,Coastal,Cloudy,0
18.0,64,15.5,96.0,Overcast,997.09,1,Winter,4.5,Inland,Rainy,1
4.0,88,10.0,86.0,Overcast,998.67,0,Winter,1.5,Mountain,Snowy,2
36.0,30,2.0,17.0,Clear,1029.9,11,Autumn,5.5,Inland,Sunny,3
-6.0,99,26.25,100.0,Overcast,999.49,12,Winter,0.5,Inland,Snowy,2
38.0,62,0.5,6.0,Partly Cloudy,1014.63,9,Autumn,8.0,Coastal,Sunny,3
11.0,55,0.5,16.0,Overcast,1016.35,4,Spring,6.5,Inland,Cloudy,0
31.0,59,11.0,44.0,Partly Cloudy,1002.75,4,Summer,8.0,Mountain,Cloudy,0
33.0,30,5.5,92.0,Cloudy,1049.7312500000003,10,Spring,7.5,Inland,Snowy,2
10.0,60,2.5,20.0,Overcast,1000.1,1,Winter,8.5,Coastal,Cloudy,0
18.0,77,13.5,25.0,Partly Cloudy,1006.22,4,Autumn,5.5,Mountain,Cloudy,0
24.0,69,8.0,52.0,Overcast,1011.15,0,Summer,1.5,Inland,Rainy,1
1.0,92,11.0,80.0,Partly Cloudy,999.17,0,Winter,4.0,Mountain,Snowy,2
10.0,55,13.0,21.0,Partly Cloudy,1017.82,2,Summer,8.5,Mountain,Cloudy,0
26.0,39,9.5,6.0,Clear,1028.53,7,Spring,9.0,Coastal,Sunny,3
32.0,39,7.5,3.0,Clear,1021.43,9,Autumn,5.5,Inland,Sunny,3
11.0,67,15.0,88.0,Overcast,1000.85,2,Autumn,1.5,Inland,Rainy,1
-10.0,89,3.5,92.0,Overcast,980.34,0,Winter,2.5,Inland,Snowy,2
24.0,67,12.5,58.0,Overcast,1013.67,0,Winter,4.0,Mountain,Rainy,1
0.0,69,6.0,98.0,Overcast,997.78,0,Winter,4.5,Inland,Snowy,2
37.0,29,6.0,17.0,Clear,1028.59,5,Autumn,9.5,Coastal,Sunny,3
29.0,63,10.5,76.0,Overcast,961.8412499999998,14,Summer,7.0,Coastal,Rainy,1
-13.0,61,2.0,81.0,Partly Cloudy,961.8412499999998,6,Autumn,11.0,Inland,Cloudy,0
14.0,76,4.0,47.0,Overcast,1017.23,1,Summer,7.5,Mountain,Cloudy,0
36.0,29,7.5,8.0,Partly Cloudy,1025.76,9,Summer,8.0,Inland,Sunny,3
35.0,63,6.0,10.0,Clear,1015.73,5,Spring,8.0,Inland,Sunny,3
21.0,94,17.5,81.0,Overcast,1011.44,2,Summer,3.5,Inland,Rainy,1
